"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2010";100,4;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2011";100,7;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2012";101,0;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2013";101,1;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2014";101,3;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2015";101,5;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2016";101,8;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2017";101,9;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2018";102,0;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2019";102,2;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2020";101,6;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2021";101,4;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2022";101,5;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2023";101,5;"osoba";"";
0214000;"Powiat oleśnicki";"ludność na 1 km2";"2024";101,7;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2000";;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2001";;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2002";135,2;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2003";135,4;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2004";135,7;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2005";135,8;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2006";135,9;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2007";136,5;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2008";137,2;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2009";138,1;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2010";142,5;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2011";143,4;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2012";144,1;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2013";144,6;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2014";144,9;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2015";145,1;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2016";145,6;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2017";146,0;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2018";146,1;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2019";146,4;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2020";147,7;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2021";147,6;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2022";147,5;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2023";147,7;"osoba";"";
0215000;"Powiat oławski";"ludność na 1 km2";"2024";147,7;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2000";;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2001";;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2002";78,6;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2003";78,3;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2004";78,3;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2005";78,4;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2006";78,5;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2007";78,7;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2008";78,8;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2009";79,1;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2010";80,7;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2011";81,0;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2012";81,1;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2013";81,1;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2014";81,1;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2015";80,9;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2016";80,9;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2017";80,8;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2018";80,8;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2019";80,9;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2020";79,0;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2021";78,7;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2022";78,6;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2023";78,5;"osoba";"";
0216000;"Powiat polkowicki";"ludność na 1 km2";"2024";78,1;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2000";;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2001";;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2002";71,8;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2003";71,6;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2004";71,4;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2005";71,1;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2006";70,9;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2007";70,7;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2008";70,7;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2009";70,5;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2010";72,0;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2011";71,8;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2012";71,6;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2013";71,4;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2014";71,2;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2015";71,0;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2016";70,8;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2017";70,7;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2018";70,4;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2019";70,0;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2020";68,4;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2021";67,9;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2022";67,5;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2023";67,2;"osoba";"";
0217000;"Powiat strzeliński";"ludność na 1 km2";"2024";66,7;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2000";;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2001";;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2002";69,2;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2003";69,6;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2004";69,8;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2005";69,8;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2006";70,1;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2007";70,4;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2008";70,8;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2009";71,2;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2010";73,2;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2011";73,5;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2012";74,0;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2013";74,5;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2014";74,9;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2015";75,0;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2016";75,5;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2017";76,3;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2018";77,1;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2019";78,2;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2020";81,5;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2021";82,3;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2022";83,1;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2023";83,9;"osoba";"";
0218000;"Powiat średzki";"ludność na 1 km2";"2024";84,8;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2000";;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2001";;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2002";217,7;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2003";217,2;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2004";216,5;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2005";216,3;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2006";216,2;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2007";215,5;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2008";215,1;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2009";215,0;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2010";219,1;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2011";218,8;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2012";218,2;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2013";217,1;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2014";216,5;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2015";215,4;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2016";214,5;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2017";213,7;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2018";212,7;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2019";211,7;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2020";207,4;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2021";205,7;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2022";204,0;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2023";202,9;"osoba";"";
0219000;"Powiat świdnicki";"ludność na 1 km2";"2024";201,4;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2000";;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2001";;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2002";74,5;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2003";74,7;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2004";75,2;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2005";75,2;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2006";75,7;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2007";76,4;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2008";76,8;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2009";77,3;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2010";79,5;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2011";80,0;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2012";80,6;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2013";81,0;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2014";81,3;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2015";81,7;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2016";82,0;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2017";82,5;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2018";82,8;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2019";83,2;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2020";84,8;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2021";84,9;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2022";85,2;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2023";85,5;"osoba";"";
0220000;"Powiat trzebnicki";"ludność na 1 km2";"2024";85,6;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2000";;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2001";;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2002";139,1;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2003";366,1;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2004";363,1;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2005";360,6;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2006";356,8;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2007";353,7;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2008";351,1;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2009";348,6;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2010";350,0;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2011";347,2;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2012";344,9;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2013";134,4;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2014";133,6;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2015";132,5;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2016";132,0;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2017";131,2;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2018";130,2;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2019";129,3;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2020";125,7;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2021";124,4;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2022";123,5;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2023";122,4;"osoba";"";
0221000;"Powiat wałbrzyski";"ludność na 1 km2";"2024";121,5;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2000";;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2001";;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2002";70,8;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2003";70,7;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2004";70,5;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2005";70,4;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2006";70,3;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2007";70,3;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2008";70,1;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2009";70,1;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2010";71,1;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2011";70,8;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2012";70,7;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2013";70,5;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2014";70,3;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2015";69,9;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2016";69,8;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2017";69,8;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2018";69,7;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2019";69,4;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2020";68,7;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2021";68,2;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2022";67,8;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2023";67,4;"osoba";"";
0222000;"Powiat wołowski";"ludność na 1 km2";"2024";66,8;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2000";;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2001";;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2002";86,7;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2003";87,8;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2004";89,2;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2005";90,4;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2006";92,6;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2007";94,9;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2008";97,0;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2009";99,4;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2010";106,1;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2011";108,8;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2012";111,4;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2013";114,4;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2014";117,2;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2015";120,0;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2016";122,9;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2017";126,5;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2018";130,7;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2019";135,4;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2020";155,9;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2021";160,0;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2022";163,5;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2023";167,4;"osoba";"";
0223000;"Powiat wrocławski";"ludność na 1 km2";"2024";171,0;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2000";;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2001";;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2002";87,8;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2003";87,4;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2004";87,1;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2005";86,7;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2006";86,2;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2007";85,9;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2008";85,8;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2009";85,6;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2010";86,3;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2011";85,8;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2012";85,3;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2013";84,7;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2014";84,2;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2015";83,6;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2016";83,0;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2017";82,4;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2018";81,6;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2019";80,8;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2020";78,1;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2021";77,2;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2022";76,2;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2023";75,5;"osoba";"";
0224000;"Powiat ząbkowicki";"ludność na 1 km2";"2024";74,6;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2000";;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2001";;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2002";114,5;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2003";114,2;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2004";113,6;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2005";113,1;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2006";112,2;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2007";111,8;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2008";111,4;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2009";110,7;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2010";112,8;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2011";112,3;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2012";111,8;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2013";111,1;"osoba";"";
0225000;"Powiat zgorzelecki";"ludność na 1 km2";"2014";110,2;"osoba";"";
